gene_id	gene_name	SRX384345	SRX384346	SRX384349	SRX384350	SRX384353	SRX384354	SRX384357	SRX384358
VNN3	VNN3	6.030378108818	3.01686327979624	3.90011982090033	0	3.00884668439631	3.00756877566326	1.0042150252557	0
VOPP1	VOPP1	2061.92471937304	1778.76628823973	1790.59077066969	1399.7860119554	1788.38180488043	3043.25776878111	1659.48212931904	2249.0899619314
VPRBP	VPRBP	535.418120419552	606.485091203143	577.122478911938	446.672315084299	687.778200149169	950.743786441526	457.940285528659	635.771680452723
VPREB1	VPREB1	0	0	0	0	0	0	0	0
VPREB3	VPREB3	0	0	0	0	4.01474268300911	0.990251894659421	0	0
VPS11	VPS11	1276.71051355533	959.499214506225	1270.23950347859	572.050652729643	1351.56060343822	1340.48023510775	1122.30382350579	1043.19288172457
VPS13A	VPS13A	1826.27484583486	1492.59952673956	2429.58784327742	1241.35293475016	2948.40689157984	3644.13487607642	2358.50627973699	2588.06129665286
VPS13A-AS1	VPS13A-AS1	0	0	0	0	0	1.0237018558442	0	0
VPS13B	VPS13B	2993.98644414776	2101.61327375501	3865.36608537915	1773.81105881213	4130.01242595955	4199.03627437574	2610.17462316475	2603.74027565447
VPS13C	VPS13C	2886.15483288545	2052.81377767999	2724.3599204921	1615.96859065321	2762.4959665669	3531.92622123952	2952.02389152509	2860.25784768756
VPS13D	VPS13D	2322.59087833975	2846.43985221821	3175.83205391567	2828.79483581538	2490.95322701514	4598.53511928965	2532.56805054966	4463.82786356335
VPS16	VPS16	901.105546073865	821.558085414841	761.503910854224	369.930284247784	796.435261627219	944.713465294202	587.692717747782	648.518692017654
VPS18	VPS18	886.422145201173	1067.26998234817	806.97430377029	616.127643573724	836.942343183786	1424.20831113611	658.872770733117	834.783288686382
VPS25	VPS25	513.047265623781	467.861465819583	570.081175667612	358.466796736038	592.782487471085	783.311549357092	429.276093885406	468.111924456331
VPS26A	VPS26A	1441.51026349047	1272.55164716036	1373.7093999647	998.998076736712	1509.60011995227	1887.31838030468	1145.0386155315	1267.27994518791
VPS26B	VPS26B	1329.01909254513	1005.95234593414	1295.87526616918	682.292802450298	1316.40539880962	1330.2113860367	1196.61924118517	1100.47151521039
VPS28	VPS28	1194.87717054984	1048.15507022	1304.75440324783	664.64755915832	1265.30697067186	1481.76288194932	1190.60282305725	1389.36462034398
VPS29	VPS29	823.89376376087	828.726533463646	825.77456467319	679.194463955406	784.215800395875	1047.25304658665	618.964402508564	749.347057023625
VPS33A	VPS33A	403.483731500063	358.390715314578	463.213476269174	253.083477755011	502.815524154679	580.375638398692	346.299767110884	318.137330597682
VPS33B	VPS33B	275.309926662615	262.607299401302	333.845385807011	165.831611848514	261.536287890214	380.050224513718	211.24522834918	188.910932855211
VPS35	VPS35	3097.78970849533	2281.83644896619	3258.16471293066	1647.25677562622	3305.71716788891	3457.63812864651	2799.7288708451	2414.94096087376
VPS36	VPS36	674.368568804986	690.983633261392	858.259722015627	634.328972748746	781.93160380839	1072.25410578306	662.432451163186	808.969840959425
VPS37A	VPS37A	759.01949221145	921.779792303712	988.36470382587	820.132625327986	907.961290729289	1464.19836338495	680.442263947284	956.650359204614
VPS37B	VPS37B	622.199572689214	480.908726574298	523.647017292869	313.535251836092	555.795123474965	660.315727988806	469.786708765646	440.311108524185
VPS37C	VPS37C	335.99956945226	310.111055886888	362.890029007807	235.868164607463	346.525558729201	460.575748620106	298.947657845973	300.700182053384
VPS37D	VPS37D	97.0697727378223	64.0907583423628	81.9935979675576	24.9855996911512	98.9018394293417	84.8474943087345	92.9775428145258	58.9658756052808
VPS39	VPS39	2859.36053771509	2484.23487167402	3109.52535265551	1977.80620640208	3113.79861817855	3981.63837983977	2398.2218691094	2721.9868919494
VPS41	VPS41	1908.72251409018	1493.40160419249	2538.1580401957	1489.80572489359	2653.92112842583	3022.92524271244	2064.88920900692	2028.08262123941
VPS45	VPS45	652.941478254597	533.10530648142	847.132879074306	468.45637218934	805.114293764866	834.286321715844	708.004247551674	565.615358410631
